PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
txpll,0,CPLL,PORT.TXPLLCLKSEL=2'd0,,,
txpll,1,QPLL0,PORT.TXPLLCLKSEL=2'd3,,,
txpll,2,QPLL1,PORT.TXPLLCLKSEL=2'd2,,,
rxpll,0,CPLL,PORT.RXPLLCLKSEL=2'd0,,,
rxpll,1,QPLL0,PORT.RXPLLCLKSEL=2'd3,,,
rxpll,2,QPLL1,PORT.RXPLLCLKSEL=2'd2,,,
rx_data_width,0,16,DRP.RX_DATA_WIDTH=4'd2,,,
rx_data_width,1,20,DRP.RX_DATA_WIDTH=4'd3,,,
rx_data_width,2,32,DRP.RX_DATA_WIDTH=4'd4,,,
rx_data_width,3,40,DRP.RX_DATA_WIDTH=4'd5,,,
rx_data_width,4,64,DRP.RX_DATA_WIDTH=4'd6,,,
rx_data_width,5,80,DRP.RX_DATA_WIDTH=4'd7,,,
rx_data_width,6,128,DRP.RX_DATA_WIDTH=4'd8,,,
rx_data_width,7,160,DRP.RX_DATA_WIDTH=4'd9,,,
rxelecidle_cfg,0,Sigcfg_1,DRP.RXELECIDLE_CFG=3'd0,,,
rxelecidle_cfg,1,Sigcfg_2,DRP.RXELECIDLE_CFG=3'd1,,,
rxelecidle_cfg,2,Sigcfg_3,DRP.RXELECIDLE_CFG=3'd2,,,
rxelecidle_cfg,3,Sigcfg_4,DRP.RXELECIDLE_CFG=3'd3,,,
rxelecidle_cfg,4,Sigcfg_6,DRP.RXELECIDLE_CFG=3'd4,,,
rxelecidle_cfg,5,Sigcfg_8,DRP.RXELECIDLE_CFG=3'd5,,,
rxelecidle_cfg,6,Sigcfg_12,DRP.RXELECIDLE_CFG=3'd6,,,
rxelecidle_cfg,7,Sigcfg_16,DRP.RXELECIDLE_CFG=3'd7,,,
rxoutclksel,0,Disabled,PORT.RXOUTCLKSEL=3'd0,,,
rxoutclksel,1,RXOUTCLKPCS,PORT.RXOUTCLKSEL=3'd1,,,
rxoutclksel,2,RXOUTCLKPMA,PORT.RXOUTCLKSEL=3'd2,,,
rxoutclksel,3,RXPLLREFCLK_DIV1,PORT.RXOUTCLKSEL=3'd3,,,
rxoutclksel,4,RXPLLREFCLK_DIV2,PORT.RXOUTCLKSEL=3'd4,,,
rxoutclksel,5,RXPROGDIVCLK,PORT.RXOUTCLKSEL=3'd5,,,
rxprbssel,0,PRBS7,PORT.RXPRBSSEL=4'd1,,,
rxprbssel,1,PRBS9,PORT.RXPRBSSEL=4'd2,,,
rxprbssel,2,PRBS15,PORT.RXPRBSSEL=4'd3,,,
rxprbssel,3,PRBS23,PORT.RXPRBSSEL=4'd4,,,
rxprbssel,4,PRBS31,PORT.RXPRBSSEL=4'd5,,,
rxmonitorsel,0,P0,PORT.RXMONITORSEL=2'd0,,,
rxmonitorsel,1,P0s,PORT.RXMONITORSEL=2'd1,,,
rxmonitorsel,2,P1,PORT.RXMONITORSEL=2'd2,,,
rxmonitorsel,3,P2,PORT.RXMONITORSEL=2'd3,,,
txoutclksel,0,Disabled,PORT.TXOUTCLKSEL=3'd0,,,
txoutclksel,1,TXOUTCLKPCS,PORT.TXOUTCLKSEL=3'd1,,,
txoutclksel,2,TXOUTCLKPMA,PORT.TXOUTCLKSEL=3'd2,,,
txoutclksel,3,TXPLLREFCLK_DIV1,PORT.TXOUTCLKSEL=3'd3,,,
txoutclksel,4,TXPLLREFCLK_DIV2,PORT.TXOUTCLKSEL=3'd4,,,
txoutclksel,5,TXPROGDIVCLK,PORT.TXOUTCLKSEL=3'd5,,,
rxpmaclk_sel,0,DATA,DRP.RXPMACLK_SEL=2'd0,,,
rxpmaclk_sel,1,EYESCAN,DRP.RXPMACLK_SEL=2'd1,,,
rxpmaclk_sel,2,CROSSING,DRP.RXPMACLK_SEL=2'd2,,,
txsysclksel,0,CPLLREFCLK,PORT.TXSYSCLKSEL=2'd0,,,
txsysclksel,1,QPLLREFCLK0,PORT.TXSYSCLKSEL=2'd2,,,
txsysclksel,2,QPLLREFCLK1,PORT.TXSYSCLKSEL=2'd3,,,
txpllclksel,0,CPLLCLK,PORT.TXPLLCLKSEL=2'd0,,,
txpllclksel,1,QPLLCLK0,PORT.TXPLLCLKSEL=2'd3,,,
txpllclksel,2,QPLLCLK1,PORT.TXPLLCLKSEL=2'd2,,,
tx_progclk_sel,0,POSTPI,DRP.TX_PROGCLK_SEL=2'd0,,,
tx_progclk_sel,1,PREPI,DRP.TX_PROGCLK_SEL=2'd1,,,
tx_progclk_sel,2,CPLL,DRP.TX_PROGCLK_SEL=2'd2,,,
txprbsforceerr,0,PRBS7,PORT.TXPRBSFORCEERR=1'd1,,,
txprbsforceerr,1,PRBS9,PORT.TXPRBSFORCEERR=1'd2,,,
txprbsforceerr,2,PRBS15,PORT.TXPRBSFORCEERR=1'd3,,,
txprbsforceerr,3,PRBS23,PORT.TXPRBSFORCEERR=1'd4,,,
txprbsforceerr,4,PRBS31,PORT.TXPRBSFORCEERR=1'd5,,,
txprbsforceerr,5,USER,PORT.TXPRBSFORCEERR=1'd8,,,
txprbsforceerr,6,ALTERNATE,PORT.TXPRBSFORCEERR=1'd9,,,
txprbsforceerr,7,ALTERNATE_UI,PORT.TXPRBSFORCEERR=1'd10,,,
chan_bond_max_skew,0,1,DRP.CHAN_BOND_MAX_SKEW=4'd1,,,
chan_bond_max_skew,1,2,DRP.CHAN_BOND_MAX_SKEW=4'd2,,,
chan_bond_max_skew,2,3,DRP.CHAN_BOND_MAX_SKEW=4'd3,,,
chan_bond_max_skew,3,4,DRP.CHAN_BOND_MAX_SKEW=4'd4,,,
chan_bond_max_skew,4,5,DRP.CHAN_BOND_MAX_SKEW=4'd5,,,
chan_bond_max_skew,5,6,DRP.CHAN_BOND_MAX_SKEW=4'd6,,,
chan_bond_max_skew,6,7,DRP.CHAN_BOND_MAX_SKEW=4'd7,,,
chan_bond_max_skew,7,8,DRP.CHAN_BOND_MAX_SKEW=4'd8,,,
chan_bond_max_skew,8,9,DRP.CHAN_BOND_MAX_SKEW=4'd9,,,
chan_bond_max_skew,9,10,DRP.CHAN_BOND_MAX_SKEW=4'd10,,,
chan_bond_max_skew,10,11,DRP.CHAN_BOND_MAX_SKEW=4'd11,,,
chan_bond_max_skew,11,12,DRP.CHAN_BOND_MAX_SKEW=4'd12,,,
chan_bond_max_skew,12,13,DRP.CHAN_BOND_MAX_SKEW=4'd13,,,
chan_bond_max_skew,13,14,DRP.CHAN_BOND_MAX_SKEW=4'd14,,,
chan_bond_seq_len,0,1,DRP.CHAN_BOND_SEQ_LEN=2'd0,,,
chan_bond_seq_len,1,2,DRP.CHAN_BOND_SEQ_LEN=2'd1,,,
chan_bond_seq_len,2,3,DRP.CHAN_BOND_SEQ_LEN=2'd2,,,
chan_bond_seq_len,3,4,DRP.CHAN_BOND_SEQ_LEN=2'd3,,,
rx_defer_reset_buf_en,0,FALSE,DRP.RX_DEFER_RESET_BUF_EN=1'd0,,,
rx_defer_reset_buf_en,1,TRUE,DRP.RX_DEFER_RESET_BUF_EN=1'd1,,,
pci3_auto_realign,0,FRST_SMPL,DRP.PCI3_AUTO_REALIGN=2'd0,,,
pci3_auto_realign,1,OVR_8_BLK,DRP.PCI3_AUTO_REALIGN=2'd1,,,
pci3_auto_realign,2,OVR_64_BLK,DRP.PCI3_AUTO_REALIGN=2'd2,,,
pci3_auto_realign,3,OVR_1K_BLK,DRP.PCI3_AUTO_REALIGN=2'd3,,,
rxsysclksel,0,CPLLREFCLK,PORT.RXSYSCLKSEL=2'd0,,,
rxsysclksel,1,QPLLREFCLK0,PORT.RXSYSCLKSEL=2'd2,,,
rxsysclksel,2,QPLLREFCLK1,PORT.RXSYSCLKSEL=2'd3,,,
rxpllclksel,0,CPLLCLK,PORT.RXPLLCLKSEL=2'd0,,,
rxpllclksel,1,QPLLCLK0,PORT.RXPLLCLKSEL=2'd3,,,
rxpllclksel,2,QPLLCLK1,PORT.RXPLLCLKSEL=2'd2,,,
cpll_fbdiv,0,2,DRP.CPLL_FBDIV=8'd0,,,
cpll_fbdiv,1,3,DRP.CPLL_FBDIV=8'd1,,,
cpll_fbdiv,2,4,DRP.CPLL_FBDIV=8'd2,,,
cpll_fbdiv,3,5,DRP.CPLL_FBDIV=8'd3,,,
cpll_fbdiv,4,6,DRP.CPLL_FBDIV=8'd5,,,
cpll_fbdiv,5,8,DRP.CPLL_FBDIV=8'd6,,,
cpll_fbdiv,6,10,DRP.CPLL_FBDIV=8'd7,,,
cpll_fbdiv,7,12,DRP.CPLL_FBDIV=8'd13,,,
cpll_fbdiv,8,16,DRP.CPLL_FBDIV=8'd14,,,
cpll_fbdiv,9,20,DRP.CPLL_FBDIV=8'd15,,,
cpll_fbdiv,10,1,DRP.CPLL_FBDIV=8'd16,,,
cpll_fbdiv_45,0,DIV4,DRP.CPLL_FBDIV_45=1'd0,,,
cpll_fbdiv_45,1,DIV5,DRP.CPLL_FBDIV_45=1'd1,,,
cpll_refclk_div,0,2,DRP.CPLL_REFCLK_DIV=5'd0,,,
cpll_refclk_div,1,3,DRP.CPLL_REFCLK_DIV=5'd1,,,
cpll_refclk_div,2,4,DRP.CPLL_REFCLK_DIV=5'd2,,,
cpll_refclk_div,3,5,DRP.CPLL_REFCLK_DIV=5'd3,,,
cpll_refclk_div,4,6,DRP.CPLL_REFCLK_DIV=5'd5,,,
cpll_refclk_div,5,8,DRP.CPLL_REFCLK_DIV=5'd6,,,
cpll_refclk_div,6,10,DRP.CPLL_REFCLK_DIV=5'd7,,,
cpll_refclk_div,7,12,DRP.CPLL_REFCLK_DIV=5'd13,,,
cpll_refclk_div,8,16,DRP.CPLL_REFCLK_DIV=5'd14,,,
cpll_refclk_div,9,20,DRP.CPLL_REFCLK_DIV=5'd15,,,
cpll_refclk_div,10,1,DRP.CPLL_REFCLK_DIV=5'd16,,,
sata_cpll_cfg,0,VCO_3000MHZ,DRP.SATA_CPLL_CFG=2'd0,,,
sata_cpll_cfg,1,VCO_1500MHZ,DRP.SATA_CPLL_CFG=2'd1,,,
sata_cpll_cfg,2,VCO_750MHZ,DRP.SATA_CPLL_CFG=2'd2,,,
cbcc_data_source_sel,0,ENCODED,DRP.CBCC_DATA_SOURCE_SEL=1'd0,,,
cbcc_data_source_sel,1,DECODED,DRP.CBCC_DATA_SOURCE_SEL=1'd1,,,
rxout_div,0,1,DRP.RXOUT_DIV=3'd0,,,
rxout_div,1,2,DRP.RXOUT_DIV=3'd1,,,
rxout_div,2,4,DRP.RXOUT_DIV=3'd2,,,
rxout_div,3,8,DRP.RXOUT_DIV=3'd3,,,
rxout_div,4,16,DRP.RXOUT_DIV=3'd4,,,
rxslide_mode,0,OFF,DRP.RXSLIDE_MODE=2'd0,,,
rxslide_mode,1,AUTO,DRP.RXSLIDE_MODE=2'd1,,,
rxslide_mode,2,PCS,DRP.RXSLIDE_MODE=2'd2,,,
rxslide_mode,3,PMA,DRP.RXSLIDE_MODE=2'd3,,,
rx_xclk_sel,0,RXDES,DRP.RX_XCLK_SEL=2'd0,,,
rx_xclk_sel,1,RXUSR,DRP.RX_XCLK_SEL=2'd1,,,
rx_xclk_sel,2,RXPMA,DRP.RX_XCLK_SEL=2'd2,,,
rx_int_datawidth,0,2-byte,DRP.RX_INT_DATAWIDTH=2'd0,,,
rx_int_datawidth,1,4-byte,DRP.RX_INT_DATAWIDTH=2'd1,,,
tx_int_datawidth,0,2-byte,DRP.TX_INT_DATAWIDTH=2'd0,,,
tx_int_datawidth,1,4-byte,DRP.TX_INT_DATAWIDTH=2'd1,,,
rx_clk25_div,0,1,DRP.RX_CLK25_DIV=5'd0,,,
rx_clk25_div,1,2,DRP.RX_CLK25_DIV=5'd1,,,
rx_clk25_div,2,3,DRP.RX_CLK25_DIV=5'd2,,,
rx_clk25_div,3,4,DRP.RX_CLK25_DIV=5'd3,,,
rx_clk25_div,4,5,DRP.RX_CLK25_DIV=5'd4,,,
rx_clk25_div,5,6,DRP.RX_CLK25_DIV=5'd5,,,
rx_clk25_div,6,7,DRP.RX_CLK25_DIV=5'd6,,,
rx_clk25_div,7,8,DRP.RX_CLK25_DIV=5'd7,,,
rx_clk25_div,8,9,DRP.RX_CLK25_DIV=5'd8,,,
rx_clk25_div,9,10,DRP.RX_CLK25_DIV=5'd9,,,
rx_clk25_div,10,11,DRP.RX_CLK25_DIV=5'd10,,,
rx_clk25_div,11,12,DRP.RX_CLK25_DIV=5'd11,,,
rx_clk25_div,12,13,DRP.RX_CLK25_DIV=5'd12,,,
rx_clk25_div,13,14,DRP.RX_CLK25_DIV=5'd13,,,
rx_clk25_div,14,15,DRP.RX_CLK25_DIV=5'd14,,,
rx_clk25_div,15,16,DRP.RX_CLK25_DIV=5'd15,,,
rx_clk25_div,16,17,DRP.RX_CLK25_DIV=5'd16,,,
rx_clk25_div,17,18,DRP.RX_CLK25_DIV=5'd17,,,
rx_clk25_div,18,19,DRP.RX_CLK25_DIV=5'd18,,,
rx_clk25_div,19,20,DRP.RX_CLK25_DIV=5'd19,,,
rx_clk25_div,20,21,DRP.RX_CLK25_DIV=5'd20,,,
rx_clk25_div,21,22,DRP.RX_CLK25_DIV=5'd21,,,
rx_clk25_div,22,23,DRP.RX_CLK25_DIV=5'd22,,,
rx_clk25_div,23,24,DRP.RX_CLK25_DIV=5'd23,,,
rx_clk25_div,24,25,DRP.RX_CLK25_DIV=5'd24,,,
rx_clk25_div,25,26,DRP.RX_CLK25_DIV=5'd25,,,
rx_clk25_div,26,27,DRP.RX_CLK25_DIV=5'd26,,,
rx_clk25_div,27,28,DRP.RX_CLK25_DIV=5'd27,,,
rx_clk25_div,28,29,DRP.RX_CLK25_DIV=5'd28,,,
rx_clk25_div,29,30,DRP.RX_CLK25_DIV=5'd29,,,
rx_clk25_div,30,31,DRP.RX_CLK25_DIV=5'd30,,,
rx_clk25_div,31,32,DRP.RX_CLK25_DIV=5'd31,,,
tx_clk25_div,0,1,DRP.TX_CLK25_DIV=5'd0,,,
tx_clk25_div,1,2,DRP.TX_CLK25_DIV=5'd1,,,
tx_clk25_div,2,3,DRP.TX_CLK25_DIV=5'd2,,,
tx_clk25_div,3,4,DRP.TX_CLK25_DIV=5'd3,,,
tx_clk25_div,4,5,DRP.TX_CLK25_DIV=5'd4,,,
tx_clk25_div,5,6,DRP.TX_CLK25_DIV=5'd5,,,
tx_clk25_div,6,7,DRP.TX_CLK25_DIV=5'd6,,,
tx_clk25_div,7,8,DRP.TX_CLK25_DIV=5'd7,,,
tx_clk25_div,8,9,DRP.TX_CLK25_DIV=5'd8,,,
tx_clk25_div,9,10,DRP.TX_CLK25_DIV=5'd9,,,
tx_clk25_div,10,11,DRP.TX_CLK25_DIV=5'd10,,,
tx_clk25_div,11,12,DRP.TX_CLK25_DIV=5'd11,,,
tx_clk25_div,12,13,DRP.TX_CLK25_DIV=5'd12,,,
tx_clk25_div,13,14,DRP.TX_CLK25_DIV=5'd13,,,
tx_clk25_div,14,15,DRP.TX_CLK25_DIV=5'd14,,,
tx_clk25_div,15,16,DRP.TX_CLK25_DIV=5'd15,,,
tx_clk25_div,16,17,DRP.TX_CLK25_DIV=5'd16,,,
tx_clk25_div,17,18,DRP.TX_CLK25_DIV=5'd17,,,
